# ms	key	alt	az
1790128800000	124.349241,-24.462795	-71.73300160393725	3.4693586099877507
1790128800000	282.857295,-30.554239	13.822231768104192	199.8855245758482
1790128800000	177.694722,-71.000400	-52.018651525484444	204.50682159283474
1790128800000	231.571139,2.151009	13.151415411052628	260.44478209875126
1790128800000	289.607828,1.811664	46.68162284177744	203.49983041459177
1790128800000	20.283791,18.412444	23.4773237998362	85.94952732644174
1790128800000	246.716964,-61.277819	-24.343886201158313	206.6796956665537
1790128800000	118.755295,-33.336582	-79.2034820323254	31.94417835674642
1790128800000	286.896132,47.561736	75.980587037621	296.55136212462696
1790128800000	122.426105,27.114128	-20.123993771316435	2.843975600117801
1790128800000	68.515140,14.773124	-12.311038007662317	56.01957523728947
1790128800000	319.587517,2.778287	48.171880341148984	158.61134748309178
1790128800000	203.360890,-9.558753	-15.440958111419185	271.0083926970956
1790128800000	53.865655,-28.777633	-31.895292842648573	101.2131335641102
1790128800000	39.356507,65.003369	36.46267900940619	31.455949731756505
1790128800000	182.812734,34.653244	3.3388912874291847	315.98864880653366
1790128800000	277.769193,60.606355	65.48357355424815	326.31734743571246
1790128800000	20.746653,-27.032110	-8.071743860472418	119.42292697102107
1790128800000	270.529757,-40.732135	0.7600747625540301	205.64851257117277
1790128800000	162.167759,1.211703	-35.1534708522762	313.0735858632912
1790128800000	161.259222,-58.185556	-63.006528636591156	222.451841041845
1790128800000	67.695319,12.817317	-13.314882025058752	57.924815184168835
1790128800000	90.499526,-31.203496	-59.95395718165688	79.0340693594004
1790128800000	231.705529,-43.215641	-18.408860448407513	227.39179785566125
1790128800000	89.552631,-59.980202	-62.186279015638284	140.71499258785894
1790128800000	194.930451,3.929504	-12.258339672662926	287.04840568257896
1790128800000	90.196336,42.068376	0.5561393526119796	25.308413684403718
1790128800000	202.889836,2.123425	-7.842655184426463	280.0888324233837
1790128800000	204.739746,-34.833908	-30.06769111901037	248.4978733990065
1790128800000	5.321926,17.387071	33.79751549744414	97.21229516446425
1790128800000	296.447309,-61.709568	-14.672696706939515	184.30498496905273
1790128800000	242.412953,45.503551	45.731117788536686	296.18387772573374
1790128800000	152.643761,58.805958	13.951487302507264	345.7924631701625
1790128800000	155.182035,6.750563	-33.70818381380378	323.72600941723135
1790128800000	285.927598,2.029795	45.69232041971031	208.6278011760529
1790128800000	257.532311,-58.347120	-18.636791791178318	204.16596767363853
1790128800000	5.024430,63.057842	50.70902595847212	37.86077109612074
1790128800000	103.226284,-4.213257	-46.683244824141305	33.4326223010554
1790128800000	129.599558,-61.111928	-71.43248723702183	185.91018716743145
1790128800000	323.993305,-4.546111	39.897456538386294	155.63079011493062
1790128800000	272.307256,65.294853	60.790188299109694	331.7940349099737
1790128800000	170.847124,-18.151840	-44.66293967356996	288.2562937157145
1790128800000	14.808720,-17.492761	2.5764988429915485	116.6401429095564
1790128800000	41.981413,16.830652	6.786735148251056	73.16021083823512
1790128800000	247.567845,-18.187306	9.089769601549603	234.54285368003684
1790128800000	36.629191,51.733228	31.619611724584164	46.48556702614587
1790128800000	263.080569,32.891760	55.39784821781216	267.7542112361989
1790128800000	245.799009,-69.080696	-30.097738770652164	200.7323041399751
1790128800000	210.197580,-71.081532	-41.60311025047932	205.40873498596625
1790128800000	299.504803,64.051805	68.3645798637889	352.5965236570853
1790128800000	198.571204,46.411199	20.04840542503207	315.26588007860005
1790128800000	222.364238,-8.294940	-0.6979793099821744	259.1696228748691
1790128800000	221.515290,9.697214	10.887973775247538	273.04008709341895
1790128800000	167.075724,1.326143	-32.328662487825675	308.2452588913593
1790128800000	81.692966,41.023163	2.6172828686161655	31.419280034388862
1790128800000	24.742138,58.934647	40.71819636720985	41.797414844795355
1790128800000	199.701695,-1.087379	-12.365386655510088	279.9647517427154
1790128800000	335.709731,-23.970035	17.78240463808544	151.05893191334854
1790128800000	33.979564,-50.291666	-30.560189302531974	131.9640581516486
1790128800000	145.792257,39.115512	-6.159976129939153	344.20888630982586
1790128800000	24.696587,-33.012116	-14.649809419935568	121.50542602132458
1790128800000	259.528168,16.210105	42.75742552816415	250.20875557948239
1790128800000	347.699339,-34.433380	3.800131034215127	146.18191916554207
1790128800000	150.789238,10.722525	-31.818830416864664	330.35421050060836
1790128800000	137.541476,57.695868	10.892019833179878	353.36989849240126
1790128800000	44.654226,-55.815083	-38.754272551505224	134.47738079034423
1790128800000	9.966879,40.440126	42.989379307624034	69.56579043795693
1790128800000	155.233720,-19.238333	-55.74761432800999	303.7938867914304
1790128800000	3.811474,78.636023	47.82984827271444	14.282264960744612
1790128800000	83.214355,-54.606658	-60.1387840961572	128.1915926236494
1790128800000	110.341211,-27.847135	-70.6785827126577	44.5281529310671
1790128800000	37.954965,-18.228061	-13.934650894295848	101.93307838451278
1790128800000	177.699722,-24.345026	-43.698437523292384	275.9170075079205
1790128800000	219.518075,52.844479	34.80812143285058	312.62250986167464
1790128800000	221.389629,-45.762362	-25.731523556646128	230.2324332183108
1790128800000	292.690725,23.721005	68.22212231137215	213.29055649657732
1790128800000	354.251614,-33.315963	1.904080430770651	140.9564003239405
1790128800000	171.987998,62.371124	21.45422278449981	338.6886120738968
1790128800000	172.715528,46.265797	8.295241677523217	329.04493664250595
1790128800000	200.115729,46.347929	20.80895774008526	314.46668314797773
1790128800000	50.617554,-42.988099	-36.9919659786617	117.63868800689283
1790128800000	144.880038,43.892820	-1.702945096587128	346.06395621355045
1790128800000	354.012573,-22.518268	11.004571810001186	135.09775059036292
1790128800000	304.943025,-17.429145	29.867166919451257	180.55815687124345
1790128800000	24.188960,-8.377245	2.581645538726217	103.72511217723661
1790128800000	255.838790,18.707201	41.84846188763817	255.91332630506372
1790128800000	124.775606,-27.444478	-74.72914647678519	2.6137598376666915
1790128800000	280.294076,-5.422673	36.678421907487525	211.88103843957765
1790128800000	216.805800,15.786749	11.50096477416153	280.78933137552656
1790128800000	223.558571,21.887753	20.3182197843699	281.32754350383345
1790128800000	138.941868,-19.689379	-64.38939159424724	329.66010426472053
1790128800000	216.994918,-35.782617	-22.458726335443036	241.1848350650838
1790128800000	160.406936,-14.850830	-49.207172657984735	302.2147800990015
1790128800000	52.505333,43.170029	17.94581898053969	47.01570940636731
1790128800000	166.973666,-10.707285	-41.90365138422072	299.0714367846605
1790128800000	139.776091,-39.959866	-79.02244330612096	279.50590136454707
1790128800000	153.984987,-31.841797	-65.09874111622445	286.27013388637374
1790128800000	293.242692,-32.884566	13.57052812521473	190.48937902411672
1790128800000	97.429129,-53.816196	-68.41080869777844	130.59216986833906
1790128800000	12.938442,-37.657456	-10.961967441601203	131.7505666274028
1790128800000	51.217822,-31.396121	-31.478424365389504	105.27239378326738
1790128800000	334.786165,-37.001356	5.984110111627069	156.78250876494803
1790128800000	126.612579,41.130267	-6.164105984021268	359.06828127239373
1790128800000	79.796556,26.876468	-8.650319451446009	40.14125560228757
1790128800000	190.450518,0.413618	-17.903588852900537	287.80080988789894
1790128800000	27.250469,58.310682	39.280544354001584	42.01516222100145
1790128800000	197.153962,-27.490680	-31.286670734157386	259.80210287697173
1790128800000	24.033115,51.904984	38.65460187367923	50.55013948338319
1790128800000	10.004426,25.612763	35.412225052277535	86.07156241199635
1790128800000	79.763839,-49.616402	-58.028928166571134	118.46094108471164
1790128800000	59.125883,-20.529076	-30.833302255630453	90.11634655484062
1790128800000	146.372688,-34.749621	-72.01429906669142	289.1449292820661
1790128800000	290.232991,33.160466	74.61712737558807	236.58606123778702
1790128800000	156.542028,43.800114	0.8280283659108201	338.04909933663794
1790128800000	29.121714,6.312615	9.03159917713913	89.55960637714838
1790128800000	242.411197,-11.304614	11.076172471410722	242.93490694418097
1790128800000	7.514137,78.568133	47.16288321311749	14.738487367560083
1790128800000	329.698254,-24.713963	19.018664713720796	156.73639539817884
1790128800000	313.260288,-47.885652	-0.8383219815525899	174.7062135654063
1790128800000	38.685402,-1.662721	-3.3949752435321914	88.96508605926607
1790128800000	331.307384,31.190256	66.58664067696645	110.79250230423781
1790128800000	104.568146,-54.498760	-71.88662237117651	137.74119719321226
1790128800000	253.072768,-53.919300	-16.54540313208621	209.01734849893887
1790128800000	228.602176,-24.455520	-7.483449593561194	243.28792778602246
1790128800000	149.977334,85.007386	38.122142611080534	357.21849300920394
1790128800000	20.018916,-9.178052	4.973701745963065	107.1829849704136
1790128800000	83.816858,-37.725344	-58.037880257378454	95.2221289845561
1790128800000	119.798074,-22.643727	-69.37046991814087	15.190505341740561
1790128800000	262.735841,36.551746	56.783013657945766	273.8510041527504
1790128800000	309.057648,23.466164	70.55320167690334	170.26995945386693
1790128800000	318.374573,-58.454888	-11.711861991101896	173.05061899996053
1790128800000	352.478059,-3.841240	27.115538618360723	124.93143032470886
1790128800000	280.672720,8.168670	49.1166742357251	219.43344023041163
1790128800000	22.840138,-0.935415	8.697670401983652	99.25383289491162
1790128800000	340.446718,-8.256032	29.966371573487525	139.0885239249028
1790128800000	241.113077,27.393982	36.37536383298704	275.4513518093703
1790128800000	172.811887,58.742982	18.705272864201007	336.13067340775183
1790128800000	279.484255,-38.571599	5.340842520633114	200.05693221354295
1790128800000	35.729973,21.812839	14.503628962902123	73.36393629892655
1790128800000	199.174112,25.208186	5.786207758890273	299.1103174353349
1790128800000	33.231718,62.858772	38.12243664189136	35.24257314577528
1790128800000	296.246193,71.801208	60.54191437655353	353.9111536781562
1790128800000	195.468122,31.418329	7.912588679576174	305.84229157060395
1790128800000	62.465501,35.707266	7.246409149603329	46.73870179569394
1790128800000	181.469253,68.270037	28.51012725163483	339.4242081578766
1790128800000	240.136175,-12.796550	8.476145233054904	243.58907160557033
1790128800000	283.718433,-24.431786	19.901166167051684	200.9888170812951
1790128800000	54.370457,13.394926	-4.1828536316849325	67.28138005849257
1790128800000	29.188211,32.900722	25.93019142634457	67.92402944136722
1790128800000	273.147657,45.813128	66.71278690852674	288.7436569052652
1790128800000	162.771478,21.204308	-17.49717818624221	323.6341245794699
1790128800000	313.153315,-52.375779	-5.300397115480577	175.21285149268715
1790128800000	303.938881,39.353422	86.42613881399166	200.90832158352816
1790128800000	244.355382,15.766658	31.6355667769846	262.12132945165604
1790128800000	283.766432,1.913500	44.78557003365273	211.41691849717938
1790128800000	266.060749,-16.178577	20.81484975283378	220.68569403241156
1790128800000	127.567924,-83.489070	-49.20726280849743	180.1770224218178
1790128800000	216.592654,44.388328	28.913598430485163	305.12394357686276
1790128800000	211.093944,20.972032	10.883555091563467	288.40834118459077
1790128800000	228.301093,25.634328	26.044633259478346	281.6211062109121
1790128800000	153.229771,-5.932554	-45.86541033634566	318.3506593792142
1790128800000	256.526123,12.096645	37.7963082871098	249.05233095508595
1790128800000	168.992375,31.750408	-5.5806423383764825	323.89355691478397
1790128800000	58.322585,-10.104679	-23.4815310130966	81.75293352744484
1790128800000	181.110692,-14.000020	-34.600015894147575	283.5258702269996
1790128800000	62.841105,48.877658	16.835929652541886	37.490819048017556
1790128800000	230.019274,-50.498186	-24.008193280279666	222.24382740336273
1790128800000	204.299666,40.943014	19.611061036692234	307.99153082102225
1790128800000	340.587559,-46.951258	-4.852303940843922	156.7052469391581
1790128800000	284.659957,57.828763	69.96799873458818	326.08868699023174
1790128800000	358.581733,-6.971101	20.908975891998168	121.79615930924666
1790128800000	334.487707,24.755127	60.26245228581878	117.65376960364517
1790128800000	260.725393,7.716509	37.38283626553849	241.46597461553642
1790128800000	61.246634,-26.732462	-36.09621430642014	94.69332378214597
1790128800000	315.688773,-54.177319	-7.261957604191901	173.90304279326142
1790128800000	188.221508,-43.012834	-45.213378411328726	247.00928593435196
1790128800000	93.968743,54.772082	11.1296825422877	17.793293813564162
1790128800000	85.560048,16.679297	-20.140697072576263	40.86072049491543
1790128800000	325.085113,-21.073668	23.742885203165688	159.9564780668885
1790128800000	37.598418,30.547106	18.820482661228354	65.24493280140604
1790128800000	171.617589,-65.572354	-55.94613083150027	211.93538911455641
1790128800000	340.249047,-31.283123	9.469483101888008	150.32373426301774
1790128800000	241.033557,26.859618	36.01295968290435	274.9569132967299
1790128800000	354.135142,-0.488656	28.739198819744196	121.1188856125982
1790128800000	237.318620,-1.569385	14.671560667623291	253.56791201110923
1790128800000	225.504324,-42.926146	-21.673032555955487	230.74860075183426
1790128800000	127.854333,20.530127	-26.73504787793628	357.47142496003676
1790128800000	190.487146,7.463710	-12.777133142621395	292.8216813962008
1790128800000	57.253823,28.179945	4.658815309809542	55.11886887585723
